standard,module,type_name,path,leaf_name,range,cardinality,definition
ibpdi,digital-twin,LightingSystem,LightingSystem/LightBrightness,LightBrightness,integer,optional,Light brightness
ibpdi,digital-twin,LightingSystem,LightingSystem/LightingSystemId,LightingSystemId,string,optional,Unique identifier either coming from previous system otherwise it needs to be defined
ibpdi,digital-twin,LightingSystem,LightingSystem/RoomCavityRatio,RoomCavityRatio,decimal,optional,Room cavity ratio
ibpdi,digital-twin,LightingSystem,LightingSystem/SolarReflectanceIndex,SolarReflectanceIndex,decimal,optional,Solar reflectance index (SRI)
ibpdi,digital-twin,LightingSystem,LightingSystem/SystemId,SystemId,,optional,
ibpdi,digital-twin,Luminaire,Luminaire/ComponentTypeId,ComponentTypeId,,optional,
ibpdi,digital-twin,Luminaire,Luminaire/LuminaireId,LuminaireId,string,optional,Unique identifier either coming from previous system otherwise it needs to be defined
ibpdi,digital-twin,Luminaire,Luminaire/Type,Type,string,optional,Luminaire type
ibpdi,digital-twin,ModbusController,ModbusController/ConnectorId,ConnectorId,string,optional,Registration id
ibpdi,digital-twin,ModbusController,ModbusController/ControllerId,ControllerId,,optional,
ibpdi,digital-twin,ModbusController,ModbusController/Detected,Detected,boolean,optional,Detected (Y/N)
ibpdi,digital-twin,ModbusController,ModbusController/Enabled,Enabled,boolean,optional,Enabled (Y/N)
ibpdi,digital-twin,ModbusController,ModbusController/ModbusControllerId,ModbusControllerId,string,optional,Unique identifier either coming from previous system otherwise it needs to be defined
ibpdi,digital-twin,ModbusController,ModbusController/RegistrationId,RegistrationId,string,optional,Registration id
ibpdi,digital-twin,ModbusController,ModbusController/RegistrationKey,RegistrationKey,string,optional,Registration key
ibpdi,digital-twin,MovingWalkway,MovingWalkway/ComponentTypeId,ComponentTypeId,,optional,
ibpdi,digital-twin,MovingWalkway,MovingWalkway/Inclination,Inclination,string,optional,Inclination
ibpdi,digital-twin,MovingWalkway,MovingWalkway/MaxLength,MaxLength,decimal,optional,Max travel distance
ibpdi,digital-twin,MovingWalkway,MovingWalkway/MaxTravelSpeed,MaxTravelSpeed,decimal,optional,Speed of escalator
ibpdi,digital-twin,MovingWalkway,MovingWalkway/MovingWalkwayId,MovingWalkwayId,string,optional,Unique identifier either coming from previous system otherwise it needs to be defined
ibpdi,digital-twin,MovingWalkway,MovingWalkway/StepWidth,StepWidth,decimal,optional,Step width
ibpdi,digital-twin,MovingWalkway,MovingWalkway/Type,Type,string,optional,Escalator type
ibpdi,digital-twin,PlumbingExpansionTank,PlumbingExpansionTank/PlumbingExpansionTankId,PlumbingExpansionTankId,string,optional,Unique identifier either coming from previous system otherwise it needs to be defined
ibpdi,digital-twin,PlumbingExpansionTank,PlumbingExpansionTank/PlumbingTankId,PlumbingTankId,,optional,
ibpdi,digital-twin,PlumbingExpansionTank,PlumbingExpansionTank/SystemPressure,SystemPressure,decimal,optional,System pressure
ibpdi,digital-twin,PlumbingExpansionTank,PlumbingExpansionTank/TankCapacity,TankCapacity,decimal,optional,Tank capacity
ibpdi,digital-twin,PlumbingExpansionTank,PlumbingExpansionTank/Type,Type,string,optional,Plumbing tank sub component type
ibpdi,digital-twin,PlumbingPump,PlumbingPump/ComponentTypeId,ComponentTypeId,,optional,
ibpdi,digital-twin,PlumbingPump,PlumbingPump/FlowCapacity,FlowCapacity,decimal,optional,Flow capacity
ibpdi,digital-twin,PlumbingPump,PlumbingPump/HeadCapacity,HeadCapacity,decimal,optional,Head capacity
ibpdi,digital-twin,PlumbingPump,PlumbingPump/PlumbingPumpId,PlumbingPumpId,string,optional,Unique identifier either coming from previous system otherwise it needs to be defined
ibpdi,digital-twin,PlumbingPump,PlumbingPump/PressureCapacity,PressureCapacity,decimal,optional,Pressure capacity of hvac valve
ibpdi,digital-twin,PlumbingPump,PlumbingPump/PumpingMedia,PumpingMedia,string,optional,Pumping media
ibpdi,digital-twin,PlumbingPump,PlumbingPump/Type,Type,string,optional,Plumbing media type
ibpdi,digital-twin,PlumbingPumpSubComponent,PlumbingPumpSubComponent/FlowCapacity,FlowCapacity,decimal,optional,Flow capacity
ibpdi,digital-twin,PlumbingPumpSubComponent,PlumbingPumpSubComponent/HeadCapacity,HeadCapacity,decimal,optional,Head capacity
ibpdi,digital-twin,PlumbingPumpSubComponent,PlumbingPumpSubComponent/PlumbingPumpId,PlumbingPumpId,,optional,
ibpdi,digital-twin,PlumbingPumpSubComponent,PlumbingPumpSubComponent/PlumbingPumpSubComponentId,PlumbingPumpSubComponentId,string,optional,Unique identifier either coming from previous system otherwise it needs to be defined
ibpdi,digital-twin,PlumbingPumpSubComponent,PlumbingPumpSubComponent/PressureCapacity,PressureCapacity,decimal,optional,Pressure capacity of hvac valve
ibpdi,digital-twin,PlumbingPumpSubComponent,PlumbingPumpSubComponent/PumpingMedia,PumpingMedia,string,optional,Pumping media
ibpdi,digital-twin,PlumbingPumpSubComponent,PlumbingPumpSubComponent/Type,Type,string,optional,Plumbing media type
ibpdi,digital-twin,PlumbingShutOffValve,PlumbingShutOffValve/FlowCapacity,FlowCapacity,decimal,optional,Flow capacity
ibpdi,digital-twin,PlumbingShutOffValve,PlumbingShutOffValve/PipeDiameter,PipeDiameter,decimal,optional,Pipe diameter of plumbing valve sub component
ibpdi,digital-twin,PlumbingShutOffValve,PlumbingShutOffValve/PlumbingShutOffValveId,PlumbingShutOffValveId,string,optional,Unique identifier either coming from previous system otherwise it needs to be defined
ibpdi,digital-twin,PlumbingShutOffValve,PlumbingShutOffValve/PlumbingValveId,PlumbingValveId,,optional,
ibpdi,digital-twin,PlumbingShutOffValve,PlumbingShutOffValve/Type,Type,string,optional,Plumbing shut off valve type (only applies for sub component plumbing shut off valve)
ibpdi,digital-twin,PlumbingStorageTank,PlumbingStorageTank/Arrangement,Arrangement,string,optional,Arrangement of plumbing storage tank (only applies for sub component plumbing storage tank)
ibpdi,digital-twin,PlumbingStorageTank,PlumbingStorageTank/PlumbingStorageTankId,PlumbingStorageTankId,string,optional,Unique identifier either coming from previous system otherwise it needs to be defined
ibpdi,digital-twin,PlumbingStorageTank,PlumbingStorageTank/PlumbingTankId,PlumbingTankId,,optional,
ibpdi,digital-twin,PlumbingStorageTank,PlumbingStorageTank/SystemPressure,SystemPressure,decimal,optional,System pressure
ibpdi,digital-twin,PlumbingStorageTank,PlumbingStorageTank/TankCapacity,TankCapacity,decimal,optional,Tank capacity
ibpdi,digital-twin,PlumbingStorageTank,PlumbingStorageTank/Type,Type,string,optional,Plumbing tank sub component type
ibpdi,digital-twin,PlumbingSystem,PlumbingSystem/PlumbingSystemId,PlumbingSystemId,string,optional,Unique identifier either coming from previous system otherwise it needs to be defined
ibpdi,digital-twin,PlumbingSystem,PlumbingSystem/PlumbingVolume,PlumbingVolume,integer,optional,Plumbing volume
ibpdi,digital-twin,PlumbingSystem,PlumbingSystem/SystemId,SystemId,,optional,
ibpdi,digital-twin,PlumbingSystem,PlumbingSystem/VolumeDomesticColdWater,VolumeDomesticColdWater,integer,optional,Volume domestic cold water
ibpdi,digital-twin,PlumbingSystem,PlumbingSystem/VolumeDomesticHotWater,VolumeDomesticHotWater,integer,optional,Volume domestic hot water
ibpdi,digital-twin,PlumbingSystem,PlumbingSystem/VolumeFireDepartmentWater,VolumeFireDepartmentWater,integer,optional,Volume fire department water
ibpdi,digital-twin,PlumbingSystem,PlumbingSystem/VolumeSanitaryWater,VolumeSanitaryWater,integer,optional,Volume domestic hot water
ibpdi,digital-twin,PlumbingSystem,PlumbingSystem/VolumeStormWater,VolumeStormWater,integer,optional,Volume storm water
ibpdi,digital-twin,PlumbingSystem,PlumbingSystem/VolumeWasteWater,VolumeWasteWater,integer,optional,Volume waste water
ibpdi,digital-twin,PlumbingTank,PlumbingTank/ComponentTypeId,ComponentTypeId,,optional,
ibpdi,digital-twin,PlumbingTank,PlumbingTank/PlumbingTankId,PlumbingTankId,string,optional,Unique identifier either coming from previous system otherwise it needs to be defined
ibpdi,digital-twin,PlumbingTank,PlumbingTank/SystemPressure,SystemPressure,decimal,optional,System pressure
ibpdi,digital-twin,PlumbingTank,PlumbingTank/TankCapacity,TankCapacity,decimal,optional,Tank capacity
ibpdi,digital-twin,PlumbingTank,PlumbingTank/Type,Type,string,optional,Plumbing tank type
ibpdi,digital-twin,PlumbingValve,PlumbingValve/ComponentTypeId,ComponentTypeId,,optional,
ibpdi,digital-twin,PlumbingValve,PlumbingValve/FlowCapacity,FlowCapacity,decimal,optional,Flow capacity
ibpdi,digital-twin,PlumbingValve,PlumbingValve/PipeDiameter,PipeDiameter,decimal,optional,Pipe diameter
ibpdi,digital-twin,PlumbingValve,PlumbingValve/PlumbingValveId,PlumbingValveId,string,optional,Unique identifier either coming from previous system otherwise it needs to be defined
ibpdi,digital-twin,PlumbingValve,PlumbingValve/Type,Type,string,optional,Plumbing valve type
ibpdi,digital-twin,PlumbingValveSubComponent,PlumbingValveSubComponent/FlowCapacity,FlowCapacity,decimal,optional,Flow capacity
ibpdi,digital-twin,PlumbingValveSubComponent,PlumbingValveSubComponent/PipeDiameter,PipeDiameter,decimal,optional,Pipe diameter of plumbing valve sub component
ibpdi,digital-twin,PlumbingValveSubComponent,PlumbingValveSubComponent/PlumbingValveId,PlumbingValveId,,optional,
ibpdi,digital-twin,PlumbingValveSubComponent,PlumbingValveSubComponent/PlumbingValveSubComponentId,PlumbingValveSubComponentId,string,optional,Unique identifier either coming from previous system otherwise it needs to be defined
ibpdi,digital-twin,PlumbingValveSubComponent,PlumbingValveSubComponent/Type,Type,string,optional,Plumbing valve sub component type
ibpdi,digital-twin,Sensor,Sensor/DataProvider,DataProvider,string,optional,Name of data provider
ibpdi,digital-twin,Sensor,Sensor/MeasurementType,MeasurementType,string,optional,Defines the measurement type of sensor
ibpdi,digital-twin,Sensor,Sensor/Model,Model,string,optional,Model of sensor
ibpdi,digital-twin,Sensor,Sensor/Name,Name,string,optional,User specific sensor name
ibpdi,digital-twin,Sensor,Sensor/ParentId,ParentId,string,optional,Unique identifier either coming from previous system otherwise it needs to be defined
ibpdi,digital-twin,Sensor,Sensor/SensorAccuracy,SensorAccuracy,decimal,optional,Accuracy of the sensor. It is the maximum difference that will exist between the actual value (which must be measured by a primary or good secondary standard) and the indicated value at the output of the sensor
ibpdi,digital-twin,Sensor,Sensor/SensorId,SensorId,string,optional,Unique identifier either coming from previous system otherwise it needs to be defined
ibpdi,digital-twin,Sensor,Sensor/Type,Type,string,optional,Type of sensor
ibpdi,digital-twin,SensorBuilding,SensorBuilding/BuildingId,BuildingId,,optional,
ibpdi,digital-twin,SensorBuilding,SensorBuilding/SensorId,SensorId,,optional,
ibpdi,digital-twin,SensorComponent,SensorComponent/ComponentId,ComponentId,,optional,
ibpdi,digital-twin,SensorComponent,SensorComponent/SensorId,SensorId,,optional,
ibpdi,digital-twin,SensorEquipment,SensorEquipment/BatteryPercentage,BatteryPercentage,decimal,optional,Battery percentage
ibpdi,digital-twin,SensorEquipment,SensorEquipment/ComponentTypeId,ComponentTypeId,,optional,
ibpdi,digital-twin,SensorEquipment,SensorEquipment/SensorEquipmentId,SensorEquipmentId,string,optional,Unique identifier either coming from previous system otherwise it needs to be defined
ibpdi,digital-twin,SensorEquipment,SensorEquipment/Type,Type,string,optional,Sensor type
ibpdi,digital-twin,SensorEquipment,SensorEquipment/WifiSignalStrength,WifiSignalStrength,string,optional,Wifi signal strength
ibpdi,digital-twin,SensorFloor,SensorFloor/FloorId,FloorId,,optional,
ibpdi,digital-twin,SensorFloor,SensorFloor/SensorId,SensorId,,optional,
ibpdi,digital-twin,SensorLand,SensorLand/LandId,LandId,,optional,
ibpdi,digital-twin,SensorLand,SensorLand/SensorId,SensorId,,optional,
ibpdi,digital-twin,SensorMeasurement,SensorMeasurement/MeasurementDate,MeasurementDate,dateTime,optional,Date of measurement in yyyy-mm-ddThh:mm:ssZ form (conform to ISO 8061)
ibpdi,digital-twin,SensorMeasurement,SensorMeasurement/Reliability,Reliability,string,optional,Is this sensor measurement reliable
ibpdi,digital-twin,SensorMeasurement,SensorMeasurement/SensorId,SensorId,,optional,
ibpdi,digital-twin,SensorMeasurement,SensorMeasurement/SensorMeasurementId,SensorMeasurementId,string,optional,Unique identifier either coming from previous system otherwise it needs to be defined
ibpdi,digital-twin,SensorMeasurement,SensorMeasurement/Unit,Unit,string,optional,Unit of sensor measurement
ibpdi,digital-twin,SensorMeasurement,SensorMeasurement/Value,Value,float,optional,Value of sensor measurement
ibpdi,digital-twin,SensorRentalUnit,SensorRentalUnit/RentalUnitId,RentalUnitId,,optional,
ibpdi,digital-twin,SensorRentalUnit,SensorRentalUnit/SensorId,SensorId,,optional,
ibpdi,digital-twin,SensorSite,SensorSite/SensorId,SensorId,,optional,
ibpdi,digital-twin,SensorSite,SensorSite/SiteId,SiteId,,optional,
ibpdi,digital-twin,SensorSpace,SensorSpace/SensorId,SensorId,,optional,
ibpdi,digital-twin,SensorSpace,SensorSpace/SpaceId,SpaceId,,optional,
ibpdi,digital-twin,SensorUnit,SensorUnit/SensorId,SensorId,,optional,
ibpdi,digital-twin,SensorUnit,SensorUnit/UnitId,UnitId,,optional,
ibpdi,digital-twin,Server,Server/HeightRUs,HeightRUs,decimal,optional,Height of RUs (rack units)
ibpdi,digital-twin,Server,Server/IctHardwareId,IctHardwareId,,optional,
ibpdi,digital-twin,Server,Server/MountedInRack,MountedInRack,boolean,optional,Mounted in it rack
ibpdi,digital-twin,Server,Server/NumberOfPorts,NumberOfPorts,integer,optional,Number of ports
ibpdi,digital-twin,Server,Server/RackPosition,RackPosition,string,optional,It rack position
ibpdi,digital-twin,Server,Server/ServerId,ServerId,string,optional,Unique identifier either coming from previous system otherwise it needs to be defined
ibpdi,digital-twin,Site,Site/SiteCode,SiteCode,string,optional,User specific Site Code
ibpdi,digital-twin,Site,Site/SiteId,SiteId,string,optional,Unique identifier either coming from previous system otherwise it needs to be defined
ibpdi,digital-twin,Site,Site/Status,Status,string,optional,Status of site
ibpdi,digital-twin,Site,Site/Type,Type,string,optional,Type of site
ibpdi,digital-twin,Space,Space/ClimateCooled,ClimateCooled,boolean,optional,Define if space is climate cooled (Y/N)
ibpdi,digital-twin,Space,Space/ClimateHeated,ClimateHeated,boolean,optional,Define if space is climate heated (Y/N)
ibpdi,digital-twin,Space,Space/CoUseArea,CoUseArea,boolean,optional,Is the space used by multiple tenants (Y/N)
ibpdi,digital-twin,Space,Space/EffectZonesCooling,EffectZonesCooling,decimal,optional,Area that is cooled
ibpdi,digital-twin,Space,Space/EffectZonesHeating,EffectZonesHeating,decimal,optional,Area that is heated
ibpdi,digital-twin,Space,Space/EffectZonesVentilation,EffectZonesVentilation,decimal,optional,Area that is ventilated
ibpdi,digital-twin,Space,Space/FloorId,FloorId,,optional,
ibpdi,digital-twin,Space,Space/MaximumOccupancy,MaximumOccupancy,integer,optional,Define maximum occupancy of space
ibpdi,digital-twin,Space,Space/PrimaryCeilingMaterial,PrimaryCeilingMaterial,string,optional,Material of ceiling e.g: cement
ibpdi,digital-twin,Space,Space/PrimaryFloorMaterial,PrimaryFloorMaterial,string,optional,Material of floor
ibpdi,digital-twin,Space,Space/PrimaryWallMaterial,PrimaryWallMaterial,string,optional,Material of wall
ibpdi,digital-twin,Space,Space/Rentability,Rentability,boolean,optional,Status of the space is eligible for renting out (Y/N)
ibpdi,digital-twin,Space,Space/SpaceCode,SpaceCode,string,optional,User specific Space Code
ibpdi,digital-twin,Space,Space/SpaceHeight,SpaceHeight,decimal,optional,Actual space height e.g: 3.6 m
ibpdi,digital-twin,Space,Space/SpaceHeightUsable,SpaceHeightUsable,decimal,optional,Usable Height of space
ibpdi,digital-twin,Space,Space/SpaceId,SpaceId,string,optional,Unique identifier either coming from previous system otherwise it needs to be defined
ibpdi,digital-twin,Space,Space/SpaceNumber,SpaceNumber,decimal,optional,Number of space
ibpdi,digital-twin,Space,Space/SpaceVolumeGross,SpaceVolumeGross,decimal,optional,Gross volume of space including surrounding walls
ibpdi,digital-twin,Space,Space/SpaceVolumeNet,SpaceVolumeNet,decimal,optional,Gross volume of space excluding surrounding  walls
ibpdi,digital-twin,Space,Space/Type,Type,string,optional,Type of space
ibpdi,digital-twin,Space,Space/VentilationType,VentilationType,string,optional,"Define the ventilation type e.g: exhaust, supply, balanced, and heat-recovery"
ibpdi,digital-twin,SprinklerHeatTracing,SprinklerHeatTracing/ComponentTypeId,ComponentTypeId,,optional,
ibpdi,digital-twin,SprinklerHeatTracing,SprinklerHeatTracing/PowerDensity,PowerDensity,decimal,optional,Amount of power density
ibpdi,digital-twin,SprinklerHeatTracing,SprinklerHeatTracing/SprinklerHeatTracingId,SprinklerHeatTracingId,string,optional,Unique identifier either coming from previous system otherwise it needs to be defined
ibpdi,digital-twin,SprinklerHeatTracing,SprinklerHeatTracing/Type,Type,string,optional,Sprinkler heat tracing type
ibpdi,digital-twin,SprinklerTank,SprinklerTank/ComponentTypeId,ComponentTypeId,,optional,
ibpdi,digital-twin,SprinklerTank,SprinklerTank/SprinklerTankId,SprinklerTankId,string,optional,Unique identifier either coming from previous system otherwise it needs to be defined
ibpdi,digital-twin,SprinklerTank,SprinklerTank/SystemPressure,SystemPressure,decimal,optional,System pressure
